secid,date,cp_flag,index_flag,days,cusip,ticker,sic,exchange_d,class,issue_type,industry_group,delta,impl_volatility,impl_strike,impl_premium,dispersion,_1_MO,_2_MO,_3_MO,_6_MO,_1_YR,_2_YR,_3_YR,_5_YR,_7_YR,_10_YR,_30_YR,close
108105,6-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,10,0.238357,3251.02,9.352099,0.015348,0.79,0.64,0.45,0.41,0.39,0.49,0.53,0.58,0.69,0.74,1.25,2972.37
108105,6-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-10,0.508164,2492.034,21.81815,0.05234,0.79,0.64,0.45,0.41,0.39,0.49,0.53,0.58,0.69,0.74,1.25,2972.37
108105,6-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-15,0.48415,2598.599,34.16906,0.040387,0.79,0.64,0.45,0.41,0.39,0.49,0.53,0.58,0.69,0.74,1.25,2972.37
108105,6-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-20,0.462267,2681.691,46.92226,0.033904,0.79,0.64,0.45,0.41,0.39,0.49,0.53,0.58,0.69,0.74,1.25,2972.37
108105,6-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-25,0.442095,2750.419,59.9895,0.030441,0.79,0.64,0.45,0.41,0.39,0.49,0.53,0.58,0.69,0.74,1.25,2972.37
108105,6-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-30,0.423318,2809.305,73.34189,0.0283,0.79,0.64,0.45,0.41,0.39,0.49,0.53,0.58,0.69,0.74,1.25,2972.37
108105,6-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-35,0.405554,2861.021,86.95248,0.026936,0.79,0.64,0.45,0.41,0.39,0.49,0.53,0.58,0.69,0.74,1.25,2972.37
108105,6-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-40,0.388302,2907.284,100.7446,0.026221,0.79,0.64,0.45,0.41,0.39,0.49,0.53,0.58,0.69,0.74,1.25,2972.37
108105,6-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-45,0.371088,2949.167,114.5927,0.025912,0.79,0.64,0.45,0.41,0.39,0.49,0.53,0.58,0.69,0.74,1.25,2972.37
108105,6-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-50,0.353764,2987.336,128.4251,0.025672,0.79,0.64,0.45,0.41,0.39,0.49,0.53,0.58,0.69,0.74,1.25,2972.37
108105,6-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-55,0.336464,3022.306,142.2874,0.02531,0.79,0.64,0.45,0.41,0.39,0.49,0.53,0.58,0.69,0.74,1.25,2972.37
108105,6-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-60,0.319412,3054.597,156.3425,0.024747,0.79,0.64,0.45,0.41,0.39,0.49,0.53,0.58,0.69,0.74,1.25,2972.37
108105,6-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-65,0.302819,3084.799,170.8709,0.024064,0.79,0.64,0.45,0.41,0.39,0.49,0.53,0.58,0.69,0.74,1.25,2972.37
108105,6-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-70,0.28667,3113.527,186.1769,0.023534,0.79,0.64,0.45,0.41,0.39,0.49,0.53,0.58,0.69,0.74,1.25,2972.37
108105,6-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-75,0.270753,3141.398,202.5996,0.023099,0.79,0.64,0.45,0.41,0.39,0.49,0.53,0.58,0.69,0.74,1.25,2972.37
108105,6-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-80,0.255231,3169.546,221.0887,0.022421,0.79,0.64,0.45,0.41,0.39,0.49,0.53,0.58,0.69,0.74,1.25,2972.37
108105,6-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-85,0.240482,3200.178,243.6978,0.021909,0.79,0.64,0.45,0.41,0.39,0.49,0.53,0.58,0.69,0.74,1.25,2972.37
108105,6-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-90,0.226713,3237.728,274.6985,0.021646,0.79,0.64,0.45,0.41,0.39,0.49,0.53,0.58,0.69,0.74,1.25,2972.37
108105,9-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,90,0.656445,2193.993,577.7714,0.10339,0.57,0.52,0.33,0.27,0.31,0.38,0.4,0.46,0.56,0.54,0.99,2746.56
108105,9-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,85,0.617965,2320.028,466.3112,0.068301,0.57,0.52,0.33,0.27,0.31,0.38,0.4,0.46,0.56,0.54,0.99,2746.56
108105,9-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,80,0.590552,2414.522,387.2484,0.047069,0.57,0.52,0.33,0.27,0.31,0.38,0.4,0.46,0.56,0.54,0.99,2746.56
108105,9-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,75,0.569995,2491.504,326.7464,0.038064,0.57,0.52,0.33,0.27,0.31,0.38,0.4,0.46,0.56,0.54,0.99,2746.56
108105,9-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,70,0.551875,2558.36,277.2238,0.034769,0.57,0.52,0.33,0.27,0.31,0.38,0.4,0.46,0.56,0.54,0.99,2746.56
108105,9-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,65,0.534101,2618.467,235.0605,0.033173,0.57,0.52,0.33,0.27,0.31,0.38,0.4,0.46,0.56,0.54,0.99,2746.56
108105,9-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,60,0.516832,2673.377,198.7649,0.031821,0.57,0.52,0.33,0.27,0.31,0.38,0.4,0.46,0.56,0.54,0.99,2746.56
108105,9-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,50,0.484091,2772.053,139.8311,0.030368,0.57,0.52,0.33,0.27,0.31,0.38,0.4,0.46,0.56,0.54,0.99,2746.56
108105,9-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,45,0.467603,2817.387,115.5645,0.03003,0.57,0.52,0.33,0.27,0.31,0.38,0.4,0.46,0.56,0.54,0.99,2746.56
108105,9-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,40,0.451076,2860.855,94.19495,0.029796,0.57,0.52,0.33,0.27,0.31,0.38,0.4,0.46,0.56,0.54,0.99,2746.56
108105,9-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,55,0.500373,2724.258,167.3513,0.030838,0.57,0.52,0.33,0.27,0.31,0.38,0.4,0.46,0.56,0.54,0.99,2746.56
108105,9-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,35,0.434312,2902.989,75.36926,0.029878,0.57,0.52,0.33,0.27,0.31,0.38,0.4,0.46,0.56,0.54,0.99,2746.56
108105,9-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,30,0.416884,2944.215,58.78983,0.030108,0.57,0.52,0.33,0.27,0.31,0.38,0.4,0.46,0.56,0.54,0.99,2746.56
108105,9-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,25,0.398744,2985.231,44.29187,0.030123,0.57,0.52,0.33,0.27,0.31,0.38,0.4,0.46,0.56,0.54,0.99,2746.56
108105,9-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,20,0.380433,3027.66,31.79422,0.029383,0.57,0.52,0.33,0.27,0.31,0.38,0.4,0.46,0.56,0.54,0.99,2746.56
108105,9-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,15,0.363326,3075.422,21.23836,0.027225,0.57,0.52,0.33,0.27,0.31,0.38,0.4,0.46,0.56,0.54,0.99,2746.56
108105,9-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,10,0.349423,3137.633,12.50612,0.023655,0.57,0.52,0.33,0.27,0.31,0.38,0.4,0.46,0.56,0.54,0.99,2746.56
108105,9-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-10,0.642911,2205.599,25.94256,0.073226,0.57,0.52,0.33,0.27,0.31,0.38,0.4,0.46,0.56,0.54,0.99,2746.56
108105,9-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-15,0.612071,2325.091,40.61294,0.052415,0.57,0.52,0.33,0.27,0.31,0.38,0.4,0.46,0.56,0.54,0.99,2746.56
108105,9-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-20,0.588816,2416.729,56.24118,0.04,0.57,0.52,0.33,0.27,0.31,0.38,0.4,0.46,0.56,0.54,0.99,2746.56
108105,9-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-25,0.570309,2492.616,72.91158,0.034831,0.57,0.52,0.33,0.27,0.31,0.38,0.4,0.46,0.56,0.54,0.99,2746.56
108105,9-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-30,0.553133,2559.136,90.40005,0.033343,0.57,0.52,0.33,0.27,0.31,0.38,0.4,0.46,0.56,0.54,0.99,2746.56
108105,9-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-35,0.53561,2619.241,108.4343,0.032747,0.57,0.52,0.33,0.27,0.31,0.38,0.4,0.46,0.56,0.54,0.99,2746.56
108105,9-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-40,0.518245,2674.245,127.0804,0.031728,0.57,0.52,0.33,0.27,0.31,0.38,0.4,0.46,0.56,0.54,0.99,2746.56
108105,9-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-45,0.501683,2725.222,146.5804,0.030719,0.57,0.52,0.33,0.27,0.31,0.38,0.4,0.46,0.56,0.54,0.99,2746.56
108105,9-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-50,0.485344,2773.115,166.9061,0.030283,0.57,0.52,0.33,0.27,0.31,0.38,0.4,0.46,0.56,0.54,0.99,2746.56
108105,9-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-55,0.468693,2818.53,187.9852,0.030084,0.57,0.52,0.33,0.27,0.31,0.38,0.4,0.46,0.56,0.54,0.99,2746.56
108105,9-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-60,0.451914,2862.035,210.0446,0.029855,0.57,0.52,0.33,0.27,0.31,0.38,0.4,0.46,0.56,0.54,0.99,2746.56
108105,9-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-65,0.434988,2904.21,233.3475,0.029841,0.57,0.52,0.33,0.27,0.31,0.38,0.4,0.46,0.56,0.54,0.99,2746.56
108105,9-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-70,0.417441,2945.487,258.0124,0.030206,0.57,0.52,0.33,0.27,0.31,0.38,0.4,0.46,0.56,0.54,0.99,2746.56
108105,9-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-75,0.398843,2986.326,284.2909,0.030714,0.57,0.52,0.33,0.27,0.31,0.38,0.4,0.46,0.56,0.54,0.99,2746.56
108105,9-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-80,0.379445,3027.972,313.3481,0.030533,0.57,0.52,0.33,0.27,0.31,0.38,0.4,0.46,0.56,0.54,0.99,2746.56
108105,9-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-85,0.361086,3074.479,349.2451,0.028709,0.57,0.52,0.33,0.27,0.31,0.38,0.4,0.46,0.56,0.54,0.99,2746.56
108105,9-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-90,0.346837,3136.125,402.1743,0.026195,0.57,0.52,0.33,0.27,0.31,0.38,0.4,0.46,0.56,0.54,0.99,2746.56
108105,10-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,90,0.490969,2428.881,473.0161,0.015971,0.57,0.55,0.44,0.43,0.43,0.5,0.58,0.63,0.73,0.76,1.28,2882.23
108105,10-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,80,0.477037,2592.003,336.6226,0.018561,0.57,0.55,0.44,0.43,0.43,0.5,0.58,0.63,0.73,0.76,1.28,2882.23
108105,10-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,75,0.46672,2656.326,286.9123,0.019921,0.57,0.55,0.44,0.43,0.43,0.5,0.58,0.63,0.73,0.76,1.28,2882.23
108105,10-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,70,0.454922,2713.927,244.5043,0.021141,0.57,0.55,0.44,0.43,0.43,0.5,0.58,0.63,0.73,0.76,1.28,2882.23
108105,10-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,65,0.441896,2766.346,207.7181,0.022152,0.57,0.55,0.44,0.43,0.43,0.5,0.58,0.63,0.73,0.76,1.28,2882.23
108105,10-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,60,0.427916,2814.51,175.5374,0.022903,0.57,0.55,0.44,0.43,0.43,0.5,0.58,0.63,0.73,0.76,1.28,2882.23
108105,10-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,55,0.413245,2859.066,147.2807,0.023455,0.57,0.55,0.44,0.43,0.43,0.5,0.58,0.63,0.73,0.76,1.28,2882.23
108105,10-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,50,0.398032,2900.529,122.4225,0.023909,0.57,0.55,0.44,0.43,0.43,0.5,0.58,0.63,0.73,0.76,1.28,2882.23
108105,10-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,40,0.366436,2975.89,81.37043,0.024226,0.57,0.55,0.44,0.43,0.43,0.5,0.58,0.63,0.73,0.76,1.28,2882.23
108105,10-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,45,0.382354,2939.324,100.5492,0.024217,0.57,0.55,0.44,0.43,0.43,0.5,0.58,0.63,0.73,0.76,1.28,2882.23
108105,10-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,35,0.350586,3010.785,64.65303,0.023983,0.57,0.55,0.44,0.43,0.43,0.5,0.58,0.63,0.73,0.76,1.28,2882.23
108105,10-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,30,0.33495,3044.688,50.15678,0.023643,0.57,0.55,0.44,0.43,0.43,0.5,0.58,0.63,0.73,0.76,1.28,2882.23
108105,10-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,25,0.319605,3078.491,37.66277,0.023194,0.57,0.55,0.44,0.43,0.43,0.5,0.58,0.63,0.73,0.76,1.28,2882.23
108105,10-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,20,0.304723,3113.628,26.99096,0.022537,0.57,0.55,0.44,0.43,0.43,0.5,0.58,0.63,0.73,0.76,1.28,2882.23
108105,10-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,15,0.290654,3152.798,17.99046,0.021366,0.57,0.55,0.44,0.43,0.43,0.5,0.58,0.63,0.73,0.76,1.28,2882.23
108105,10-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,10,0.278505,3202.636,10.54609,0.019121,0.57,0.55,0.44,0.43,0.43,0.5,0.58,0.63,0.73,0.76,1.28,2882.23
108105,10-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,85,0.485412,2518.179,396.5873,0.017061,0.57,0.55,0.44,0.43,0.43,0.5,0.58,0.63,0.73,0.76,1.28,2882.23
108105,10-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-10,0.571318,2368.081,23.97376,0.046681,0.57,0.55,0.44,0.43,0.43,0.5,0.58,0.63,0.73,0.76,1.28,2882.23
108105,10-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-15,0.549637,2478.561,37.94644,0.037776,0.57,0.55,0.44,0.43,0.43,0.5,0.58,0.63,0.73,0.76,1.28,2882.23
108105,10-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-20,0.530332,2565.577,52.70728,0.032401,0.57,0.55,0.44,0.43,0.43,0.5,0.58,0.63,0.73,0.76,1.28,2882.23
108105,10-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-25,0.512695,2638.615,68.17856,0.029543,0.57,0.55,0.44,0.43,0.43,0.5,0.58,0.63,0.73,0.76,1.28,2882.23
108105,10-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-30,0.495815,2702.451,84.25368,0.028085,0.57,0.55,0.44,0.43,0.43,0.5,0.58,0.63,0.73,0.76,1.28,2882.23
108105,10-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-35,0.479125,2759.666,100.8253,0.027336,0.57,0.55,0.44,0.43,0.43,0.5,0.58,0.63,0.73,0.76,1.28,2882.23
108105,10-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-40,0.462426,2811.759,117.8291,0.026914,0.57,0.55,0.44,0.43,0.43,0.5,0.58,0.63,0.73,0.76,1.28,2882.23
108105,10-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-45,0.445692,2859.717,135.2527,0.026622,0.57,0.55,0.44,0.43,0.43,0.5,0.58,0.63,0.73,0.76,1.28,2882.23
108105,10-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-50,0.428908,2904.273,153.1157,0.02639,0.57,0.55,0.44,0.43,0.43,0.5,0.58,0.63,0.73,0.76,1.28,2882.23
108105,10-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-55,0.412092,2946.023,171.4903,0.026046,0.57,0.55,0.44,0.43,0.43,0.5,0.58,0.63,0.73,0.76,1.28,2882.23
108105,10-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-60,0.39554,2985.596,190.6575,0.025257,0.57,0.55,0.44,0.43,0.43,0.5,0.58,0.63,0.73,0.76,1.28,2882.23
108105,10-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-65,0.379862,3023.895,211.2684,0.023912,0.57,0.55,0.44,0.43,0.43,0.5,0.58,0.63,0.73,0.76,1.28,2882.23
108105,10-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-70,0.366003,3062.403,234.5917,0.022788,0.57,0.55,0.44,0.43,0.43,0.5,0.58,0.63,0.73,0.76,1.28,2882.23
108105,10-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-75,0.356885,3104.769,264.2263,0.027081,0.57,0.55,0.44,0.43,0.43,0.5,0.58,0.63,0.73,0.76,1.28,2882.23
108105,10-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-80,0.359382,3160.589,309.7847,0.044017,0.57,0.55,0.44,0.43,0.43,0.5,0.58,0.63,0.73,0.76,1.28,2882.23
108105,10-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-85,0.37633,3242.871,383.4571,0.06432,0.57,0.55,0.44,0.43,0.43,0.5,0.58,0.63,0.73,0.76,1.28,2882.23
108105,10-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-90,0.39928,3360.96,493.3303,0.077697,0.57,0.55,0.44,0.43,0.43,0.5,0.58,0.63,0.73,0.76,1.28,2882.23
108105,11-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,90,0.667731,2182.854,584.6615,0.110701,0.42,0.42,0.42,0.4,0.4,0.5,0.58,0.66,0.78,0.82,1.3,2741.38
108105,11-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,85,0.628964,2310.018,472.3387,0.070509,0.42,0.42,0.42,0.4,0.4,0.5,0.58,0.66,0.78,0.82,1.3,2741.38
108105,11-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,80,0.600553,2405.909,392.0938,0.046963,0.42,0.42,0.42,0.4,0.4,0.5,0.58,0.66,0.78,0.82,1.3,2741.38
108105,11-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,70,0.56013,2551.856,280.3261,0.033391,0.42,0.42,0.42,0.4,0.4,0.5,0.58,0.66,0.78,0.82,1.3,2741.38
108105,11-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,65,0.543276,2612.455,238.1918,0.031606,0.42,0.42,0.42,0.4,0.4,0.5,0.58,0.66,0.78,0.82,1.3,2741.38
108105,11-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,60,0.526913,2668.038,201.8586,0.030834,0.42,0.42,0.42,0.4,0.4,0.5,0.58,0.66,0.78,0.82,1.3,2741.38
108105,11-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,55,0.510327,2719.766,170.0394,0.030729,0.42,0.42,0.42,0.4,0.4,0.5,0.58,0.66,0.78,0.82,1.3,2741.38
108105,11-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,50,0.493174,2768.327,141.9525,0.030994,0.42,0.42,0.42,0.4,0.4,0.5,0.58,0.66,0.78,0.82,1.3,2741.38
108105,11-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,45,0.47534,2814.191,117.096,0.031416,0.42,0.42,0.42,0.4,0.4,0.5,0.58,0.66,0.78,0.82,1.3,2741.38
108105,11-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,40,0.456782,2857.74,95.11339,0.031906,0.42,0.42,0.42,0.4,0.4,0.5,0.58,0.66,0.78,0.82,1.3,2741.38
108105,11-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,35,0.437421,2899.32,75.72424,0.032501,0.42,0.42,0.42,0.4,0.4,0.5,0.58,0.66,0.78,0.82,1.3,2741.38
108105,11-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,30,0.417125,2939.281,58.70669,0.03313,0.42,0.42,0.42,0.4,0.4,0.5,0.58,0.66,0.78,0.82,1.3,2741.38
108105,11-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,25,0.39599,2978.235,43.91692,0.033439,0.42,0.42,0.42,0.4,0.4,0.5,0.58,0.66,0.78,0.82,1.3,2741.38
108105,11-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,20,0.374571,3017.618,31.26759,0.032948,0.42,0.42,0.42,0.4,0.4,0.5,0.58,0.66,0.78,0.82,1.3,2741.38
108105,11-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,75,0.578609,2484.221,330.3906,0.03719,0.42,0.42,0.42,0.4,0.4,0.5,0.58,0.66,0.78,0.82,1.3,2741.38
108105,11-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,15,0.35423,3061.005,20.68987,0.030921,0.42,0.42,0.42,0.4,0.4,0.5,0.58,0.66,0.78,0.82,1.3,2741.38
108105,11-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,10,0.337441,3117.397,12.07066,0.027059,0.42,0.42,0.42,0.4,0.4,0.5,0.58,0.66,0.78,0.82,1.3,2741.38
108105,11-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-10,0.623194,2215.44,25.03578,0.056727,0.42,0.42,0.42,0.4,0.4,0.5,0.58,0.66,0.78,0.82,1.3,2741.38
108105,11-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-15,0.598439,2328.825,39.55775,0.042898,0.42,0.42,0.42,0.4,0.4,0.5,0.58,0.66,0.78,0.82,1.3,2741.38
108105,11-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-20,0.577316,2417.827,54.9438,0.03501,0.42,0.42,0.42,0.4,0.4,0.5,0.58,0.66,0.78,0.82,1.3,2741.38
108105,11-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-25,0.559104,2492.306,71.21723,0.031092,0.42,0.42,0.42,0.4,0.4,0.5,0.58,0.66,0.78,0.82,1.3,2741.38
108105,11-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-30,0.542774,2557.392,88.38567,0.029174,0.42,0.42,0.42,0.4,0.4,0.5,0.58,0.66,0.78,0.82,1.3,2741.38
108105,11-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-35,0.527288,2616.052,106.39,0.028311,0.42,0.42,0.42,0.4,0.4,0.5,0.58,0.66,0.78,0.82,1.3,2741.38
108105,11-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-40,0.511853,2670.018,125.1235,0.028168,0.42,0.42,0.42,0.4,0.4,0.5,0.58,0.66,0.78,0.82,1.3,2741.38
108105,11-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-45,0.495933,2720.305,144.4586,0.028498,0.42,0.42,0.42,0.4,0.4,0.5,0.58,0.66,0.78,0.82,1.3,2741.38
108105,11-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-50,0.479301,2767.521,164.3069,0.029039,0.42,0.42,0.42,0.4,0.4,0.5,0.58,0.66,0.78,0.82,1.3,2741.38
108105,11-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-55,0.461902,2812.091,184.6362,0.029649,0.42,0.42,0.42,0.4,0.4,0.5,0.58,0.66,0.78,0.82,1.3,2741.38
108105,11-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-60,0.443704,2854.361,205.4555,0.030303,0.42,0.42,0.42,0.4,0.4,0.5,0.58,0.66,0.78,0.82,1.3,2741.38
108105,11-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-65,0.424641,2894.643,226.8134,0.031008,0.42,0.42,0.42,0.4,0.4,0.5,0.58,0.66,0.78,0.82,1.3,2741.38
108105,11-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-70,0.404718,2933.318,248.8989,0.031629,0.42,0.42,0.42,0.4,0.4,0.5,0.58,0.66,0.78,0.82,1.3,2741.38
108105,11-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-75,0.384225,2971.128,272.3267,0.032107,0.42,0.42,0.42,0.4,0.4,0.5,0.58,0.66,0.78,0.82,1.3,2741.38
108105,11-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-80,0.36343,3009.35,298.2463,0.032827,0.42,0.42,0.42,0.4,0.4,0.5,0.58,0.66,0.78,0.82,1.3,2741.38
108105,11-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-85,0.342523,3050.325,328.8689,0.033687,0.42,0.42,0.42,0.4,0.4,0.5,0.58,0.66,0.78,0.82,1.3,2741.38
108105,11-Mar-20,P,1,30,64881510,SPX,9999,32768,,A,,-90,0.322512,3100.326,370.377,0.033746,0.42,0.42,0.42,0.4,0.4,0.5,0.58,0.66,0.78,0.82,1.3,2741.38
108105,12-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,90,0.835759,1876.614,634.7159,0.056959,0.41,0.33,0.33,0.37,0.39,0.5,0.58,0.66,0.82,0.88,1.49,2480.64
108105,12-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,80,0.788526,2103.195,447.0458,0.050959,0.41,0.33,0.33,0.37,0.39,0.5,0.58,0.66,0.82,0.88,1.49,2480.64
108105,12-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,75,0.766308,2190.631,380.7994,0.048607,0.41,0.33,0.33,0.37,0.39,0.5,0.58,0.66,0.82,0.88,1.49,2480.64
108105,12-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,70,0.746769,2268.086,325.9091,0.046994,0.41,0.33,0.33,0.37,0.39,0.5,0.58,0.66,0.82,0.88,1.49,2480.64
108105,12-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,60,0.709454,2404.904,237.9139,0.04661,0.41,0.33,0.33,0.37,0.39,0.5,0.58,0.66,0.82,0.88,1.49,2480.64
108105,12-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,55,0.689649,2467.188,201.5249,0.046616,0.41,0.33,0.33,0.37,0.39,0.5,0.58,0.66,0.82,0.88,1.49,2480.64
108105,12-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,50,0.668918,2526.377,169.1606,0.046489,0.41,0.33,0.33,0.37,0.39,0.5,0.58,0.66,0.82,0.88,1.49,2480.64
108105,12-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,45,0.647205,2582.984,140.3216,0.046318,0.41,0.33,0.33,0.37,0.39,0.5,0.58,0.66,0.82,0.88,1.49,2480.64
108105,12-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,40,0.62439,2637.423,114.6258,0.04655,0.41,0.33,0.33,0.37,0.39,0.5,0.58,0.66,0.82,0.88,1.49,2480.64
108105,12-Mar-20,C,1,30,64881510,SPX,9999,32768,,A,,35,0.59986,2689.878,91.71851,0.047484,0.41,0.33,0.33,0.37,0.39,0.5,0.58,0.66,0.82,0.88,1.49,2480.64
